language,word_clean,cd_score
English (American),sing,933
English (American),sink,358
English (American),sit,1722
English (American),skate,114
English (American),sky,582
English (American),sled,130
English (American),sleep,1198
English (American),sleepy,364
English (American),slide,698
English (American),slide,698
English (American),slipper,266
English (American),slow,312
English (American),smile,339
English (American),snow,751
English (American),snowman,401
English (American),so,3902
English (American),soap,440
English (American),sock,416
English (American),soda,203
English (American),sofa,368
English (American),soft,644
English (American),some,3523
English (American),soup,563
English (American),spill,392
English (American),splash,335
English (American),spoon,871
English (American),squirrel,344
English (American),stairs,614
English (American),stand,998
English (American),star,486
English (American),stay,1245
English (American),stick,987
English (American),sticky,550
English (American),stone,321
English (American),stop,1365
English (American),store,761
English (American),story,1173
English (American),stove,344
English (American),strawberry,499
English (American),street,668
English (American),stroller,232
English (American),stuck,1090
English (American),sun,772
English (American),sweater,280
English (American),sweep,200
English (American),swim,515
English (American),swing,523
English (American),swing,523
English (American),table,1399
English (American),take,2727
English (American),talk,1277
English (American),tape,1000
English (American),taste,577
English (American),tear,293
English (American),teddybear,361
English (American),telephone,571
English (American),that,4635
English (American),the,4772
English (American),their,2118
English (American),them,3379
English (American),then,3709
English (American),there,4074
English (American),these,2792
English (American),they,3827
English (American),think,3947
English (American),thirsty,345
English (American),this,4337
English (American),those,2834
English (American),throw,1148
English (American),tickle,445
English (American),tiger,662
English (American),tights,143
English (American),tiny,913
English (American),tired,816
English (American),tissue,405
English (American),to,4613
English (American),toast,731
English (American),toe,405
English (American),tongue,424
English (American),too,3197
English (American),tooth,365
English (American),toothbrush,273
English (American),touch,949
English (American),towel,457
English (American),toy,1061
English (American),tractor,716
English (American),train,1578
English (American),trash,258
English (American),tray,446
English (American),tree,1143
English (American),tricycle,193
English (American),truck,1244
English (American),try,1664
English (American),tummy,727
English (American),tuna,203
English (American),turkey,381
English (American),turtle,444
English (American),tv,625
English (American),under,1431
English (American),underpants,181
English (American),up,3835
English (American),us,1981
English (American),vacuum,282
English (American),vanilla,207
English (American),vitamins,142
English (American),wait,1324
English (American),wake,554
English (American),walk,1108
English (American),wanna,3304
English (American),was,3917
English (American),wash,968
English (American),watch,1641
English (American),watch,1641
English (American),water,1734
English (American),water,1734
English (American),we,4258
English (American),were,3576
English (American),wet,915
English (American),what,4311
English (American),when,3574
English (American),where,3268
English (American),which,2080
English (American),white,1263
English (American),who,2740
English (American),why,2608
English (American),will,2720
English (American),wind,584
English (American),window,952
English (American),windy,218
English (American),wipe,577
English (American),wish,557
English (American),with,4265
English (American),wolf,364
English (American),work,1436
English (American),work,1436
English (American),would,2921
English (American),write,855
English (American),backyard,172
English (American),yellow,1359
English (American),yogurt,393
English (American),you,4773
English (American),your,4306
English (American),yourself,1075
English (American),yucky,320
English (American),zebra,373
English (American),zipper,195
English (American),zoo,657
English (American),bottom,1064
English (American),in,4499
English (American),pop,799
English (American),kleenex,114
