"","language","uni_lemma","lexical_class","category","definition","word_clean"
"104","English (Australian)","dog","nouns","animals","dog","dog"
"105","English (Australian)","doll","nouns","toys","doll","doll"
"106","English (Australian)","donkey","nouns","animals","donkey","donkey"
"107","English (Australian)","door","nouns","furniture_rooms","door","door"
"108","English (Australian)","draw","verbs","action_words","draw","draw"
"109","English (Australian)","drawer","nouns","furniture_rooms","drawer","drawer"
"110","English (Australian)","dress (object)","nouns","clothing","dress","dress"
"111","English (Australian)","drink (action)","verbs","action_words","drink","drink"
"112","English (Australian)","drink (beverage)","nouns","food_drink","drink","drink"
"113","English (Australian)","drive","verbs","action_words","drive","drive"
"114","English (Australian)","drop","verbs","action_words","drop","drop"
"115","English (Australian)","dry (action)","verbs","action_words","dry","dry"
"116","English (Australian)","dry (description)","adjectives","descriptive_words","dry","dry"
"117","English (Australian)","duck","nouns","animals","duck","duck"
"118","English (Australian)","dump","verbs","action_words","dump","dump"
"119","English (Australian)","ear","nouns","body_parts","ear","ear"
"120","English (Australian)","easy","adjectives","descriptive_words","easy","easy"
"121","English (Australian)","eat","verbs","action_words","eat","eat"
"122","English (Australian)","egg","nouns","food_drink","egg","egg"
"123","English (Australian)","elephant","nouns","animals","elephant","elephant"
"124","English (Australian)","empty","adjectives","descriptive_words","empty","empty"
"125","English (Australian)","eye","nouns","body_parts","eye","eye"
"126","English (Australian)","face","nouns","body_parts","face","face"
"127","English (Australian)","fall","verbs","action_words","fall","fall"
"128","English (Australian)","fast","adjectives","descriptive_words","fast","fast"
"129","English (Australian)","feed","verbs","action_words","feed","feed"
"130","English (Australian)","find","verbs","action_words","find","find"
"131","English (Australian)","fine","adjectives","descriptive_words","fine","fine"
"132","English (Australian)","finger","nouns","body_parts","finger(s)","finger"
"133","English (Australian)","finish","verbs","action_words","finish","finish"
"134","English (Australian)","firetruck","nouns","vehicles","fire truck/engine","fire truck"
"135","English (Australian)","fish (animal)","nouns","animals","fish","fish"
"136","English (Australian)","fish (food)","nouns","food_drink","fish","fish"
"137","English (Australian)","flower","nouns","outside","flower","flower"
"138","English (Australian)","food","nouns","food_drink","food","food"
"139","English (Australian)","foot","nouns","body_parts","foot/feet","foot"
"140","English (Australian)","fork","nouns","household","fork","fork"
"141","English (Australian)","frog","nouns","animals","frog","frog"
"142","English (Australian)","full","adjectives","descriptive_words","full","full"
"143","English (Australian)","garage","nouns","furniture_rooms","garage","garage"
"144","English (Australian)","garden","nouns","outside","garden","garden"
"145","English (Australian)","gentle","adjectives","descriptive_words","gentle","gentle"
"146","English (Australian)","get","verbs","action_words","get","get"
"147","English (Australian)","giraffe","nouns","animals","giraffe","giraffe"
"148","English (Australian)","give","verbs","action_words","give","give"
"149","English (Australian)","glass","nouns","household","glass","glass"
"150","English (Australian)","go","verbs","action_words","go","go"
"151","English (Australian)","good","adjectives","descriptive_words","good","good"
"152","English (Australian)","goose","nouns","animals","goose","goose"
"153","English (Australian)","grapes","nouns","food_drink","grapes","grapes"
"154","English (Australian)","grass","nouns","outside","grass","grass"
"155","English (Australian)","green","adjectives","descriptive_words","green","green"
"156","English (Australian)","hair","nouns","body_parts","hair","hair"
"157","English (Australian)","hammer","nouns","household","hammer","hammer"
"158","English (Australian)","hand","nouns","body_parts","hand","hand"
"159","English (Australian)","happy","adjectives","descriptive_words","happy","happy"
"160","English (Australian)","hard","adjectives","descriptive_words","hard","hard"
"161","English (Australian)","hat","nouns","clothing","hat","hat"
"162","English (Australian)","have","verbs","action_words","have","have"
"163","English (Australian)","head","nouns","body_parts","head","head"
"164","English (Australian)","hear","verbs","action_words","hear","hear"
"165","English (Australian)","heavy","adjectives","descriptive_words","heavy","heavy"
"166","English (Australian)","help","verbs","action_words","help","help"
"167","English (Australian)","hide","verbs","action_words","hide","hide"
"168","English (Australian)","high","adjectives","descriptive_words","high","high"
"169","English (Australian)","high chair","nouns","furniture_rooms","high chair","high chair"
"170","English (Australian)","hit","verbs","action_words","hit","hit"
"171","English (Australian)","hold","verbs","action_words","hold","hold"
"172","English (Australian)","horse","nouns","animals","horse","horse"
"173","English (Australian)","hot","adjectives","descriptive_words","hot","hot"
"174","English (Australian)","hug","verbs","action_words","hug","hug"
"175","English (Australian)","hungry","adjectives","descriptive_words","hungry","hungry"
"176","English (Australian)","hurry","verbs","action_words","hurry","hurry"
"177","English (Australian)","hurt (description)","adjectives","descriptive_words","hurt","hurt"
"178","English (Australian)","ice cream","nouns","food_drink","ice cream","ice cream"
"179","English (Australian)","jacket","nouns","clothing","jacket","jacket"
"180","English (Australian)","jam","nouns","food_drink","jam","jam"
"181","English (Australian)","jar","nouns","household","jar","jar"
"182","English (Australian)","jeans","nouns","clothing","jeans","jeans"
"183","English (Australian)","juice","nouns","food_drink","juice","juice"
"184","English (Australian)","jump","verbs","action_words","jump","jump"
"185","English (Australian)","kangaroo","nouns","animals","kangaroo/roo","kangaroo"
"186","English (Australian)","keys","nouns","household","keys","keys"
"187","English (Australian)","kick","verbs","action_words","kick","kick"
"188","English (Australian)","kiss","verbs","action_words","kiss","kiss"
"189","English (Australian)","kitchen","nouns","furniture_rooms","kitchen","kitchen"
"190","English (Australian)","knee","nouns","body_parts","knee","knee"
"191","English (Australian)","knife","nouns","household","knife","knife"
"192","English (Australian)","ladder","nouns","outside","ladder","ladder"
"193","English (Australian)","lamb","nouns","animals","lamb","lamb"
"194","English (Australian)","lamp","nouns","household","lamp","lamp"
"195","English (Australian)","leg","nouns","body_parts","leg","leg"
"196","English (Australian)","lick","verbs","action_words","lick","lick"
"197","English (Australian)","light (object)","nouns","household","light","light"
"198","English (Australian)","lion","nouns","animals","lion","lion"
"199","English (Australian)","little (description)","adjectives","descriptive_words","little","little"
"200","English (Australian)","little (description)","adjectives","descriptive_words","tiny","tiny"
"201","English (Australian)","living room","nouns","furniture_rooms","living/lounge room","living"
"202","English (Australian)","lollipop","nouns","food_drink","lolly","lolly"
"203","English (Australian)","look","verbs","action_words","look","look"
"204","English (Australian)","loud","adjectives","descriptive_words","loud","loud"
"205","English (Australian)","love","verbs","action_words","love","love"
"206","English (Australian)","make","verbs","action_words","make","make"
"207","English (Australian)","meat","nouns","food_drink","meat","meat"
"208","English (Australian)","medicine","nouns","household","medicine","medicine"
"209","English (Australian)","milk","nouns","food_drink","milk","milk"
"210","English (Australian)","money","nouns","household","money","money"
"211","English (Australian)","monkey","nouns","animals","monkey","monkey"
"212","English (Australian)","moon","nouns","outside","moon","moon"
"213","English (Australian)","motorcycle","nouns","vehicles","motorbike","motorbike"
"214","English (Australian)","mouse","nouns","animals","mouse","mouse"
"215","English (Australian)","mouth","nouns","body_parts","mouth","mouth"
"216","English (Australian)","nail (body part)","nouns","body_parts","nail(s)","nail"
"217","English (Australian)","naughty","adjectives","descriptive_words","naughty","naughty"
"218","English (Australian)","neck","nouns","body_parts","neck","neck"
"219","English (Australian)","necklace","nouns","clothing","necklace","necklace"
"220","English (Australian)","new","adjectives","descriptive_words","new","new"
"221","English (Australian)","nice","adjectives","descriptive_words","nice","nice"
"222","English (Australian)","noodles","nouns","food_drink","noodles","noodles"
"223","English (Australian)","nose","nouns","body_parts","nose","nose"
"224","English (Australian)","old","adjectives","descriptive_words","old","old"
"225","English (Australian)","open (action)","verbs","action_words","open","open"
"226","English (Australian)","orange (description)","adjectives","descriptive_words","orange","orange"
"227","English (Australian)","orange (food)","nouns","food_drink","orange","orange"
"228","English (Australian)","oven","nouns","furniture_rooms","oven/stove","oven"
"229","English (Australian)","owl","nouns","animals","owl","owl"
"230","English (Australian)","paint (action)","verbs","action_words","paint","paint"
"231","English (Australian)","pajamas","nouns","clothing","pyjamas/jamies","pyjamas"
"232","English (Australian)","pancake","nouns","food_drink","pancake","pancake"
"233","English (Australian)","pants","nouns","clothing","pants","pants"
"234","English (Australian)","pasta","nouns","food_drink","pasta","pasta"
"235","English (Australian)","peas","nouns","food_drink","peas","peas"
"236","English (Australian)","pen","nouns","toys","pen","pen"
"237","English (Australian)","penguin","nouns","animals","penguin","penguin"
"238","English (Australian)","photos","nouns","household","photo","photo"
"239","English (Australian)","picture","nouns","household","picture","picture"
"240","English (Australian)","pig","nouns","animals","pig","pig"
"241","English (Australian)","pillow","nouns","household","pillow","pillow"
"242","English (Australian)","pizza","nouns","food_drink","pizza","pizza"
"243","English (Australian)","plant","nouns","household","plant","plant"
"244","English (Australian)","plate","nouns","household","plate","plate"
"245","English (Australian)","play","verbs","action_words","play","play"
"246","English (Australian)","play pen","nouns","furniture_rooms","play pen","play pen"
"247","English (Australian)","pony","nouns","animals","pony","pony"
"248","English (Australian)","pool","nouns","outside","pool","pool"
"249","English (Australian)","porch","nouns","furniture_rooms","veranda/porch","veranda"
"250","English (Australian)","potato","nouns","food_drink","potato","potato"
"251","English (Australian)","potty","nouns","furniture_rooms","potty","potty"
"252","English (Australian)","present","nouns","toys","puzzle","puzzle"
"253","English (Australian)","pretend","verbs","action_words","pretend","pretend"
"254","English (Australian)","pretty","adjectives","descriptive_words","pretty","pretty"
"255","English (Australian)","pudding","nouns","food_drink","pudding","pudding"
"256","English (Australian)","pull","verbs","action_words","pull","pull"
"257","English (Australian)","puppy","nouns","animals","puppy","puppy"
"258","English (Australian)","purse","nouns","household","purse/wallet","purse"
"259","English (Australian)","push","verbs","action_words","push","push"
"260","English (Australian)","put","verbs","action_words","put","put"
"261","English (Australian)","radio","nouns","household","radio","radio"
"262","English (Australian)","rain","nouns","outside","rain","rain"
"263","English (Australian)","raisin","nouns","food_drink","raisin","raisin"
"264","English (Australian)","read","verbs","action_words","read","read"
"265","English (Australian)","red","adjectives","descriptive_words","red","red"
"266","English (Australian)","refrigerator","nouns","furniture_rooms","fridge","fridge"
"267","English (Australian)","ride","verbs","action_words","ride","ride"
"268","English (Australian)","rock (object)","nouns","outside","rock","rock"
"269","English (Australian)","rocking chair","nouns","furniture_rooms","rocking chair","rocking chair"
"270","English (Australian)","roof","nouns","outside","roof","roof"
"271","English (Australian)","room","nouns","furniture_rooms","room","room"
"272","English (Australian)","run","verbs","action_words","run","run"
"273","English (Australian)","sad","adjectives","descriptive_words","sad","sad"
"274","English (Australian)","sandals","nouns","clothing","thongs","thongs"
"275","English (Australian)","sandwich","nouns","food_drink","sandwich","sandwich"
"276","English (Australian)","sauce","nouns","food_drink","(tomato) sauce",""
"277","English (Australian)","say","verbs","action_words","say","say"
"278","English (Australian)","scared","adjectives","descriptive_words","scared","scared"
"279","English (Australian)","scissors","nouns","household","scissors","scissors"
"280","English (Australian)","see","verbs","action_words","see","see"
"281","English (Australian)","shake","verbs","action_words","shake","shake"
"282","English (Australian)","sheep","nouns","animals","sheep","sheep"
"283","English (Australian)","shirt","nouns","clothing","shirt","shirt"
"284","English (Australian)","shoe","nouns","clothing","shoe(s)","shoe"
"285","English (Australian)","shorts","nouns","clothing","shorts","shorts"
"286","English (Australian)","shovel","nouns","outside","shovel","shovel"
"287","English (Australian)","show","verbs","action_words","show","show"
"288","English (Australian)","shower","nouns","furniture_rooms","shower","shower"
"289","English (Australian)","sick","adjectives","descriptive_words","sick","sick"
"290","English (Australian)","sing","verbs","action_words","sing","sing"
"291","English (Australian)","sink","nouns","furniture_rooms","sink","sink"
"292","English (Australian)","sit","verbs","action_words","sit","sit"
"293","English (Australian)","sky","nouns","outside","sky","sky"
"294","English (Australian)","sleep","verbs","action_words","sleep","sleep"
"295","English (Australian)","sleepy","adjectives","descriptive_words","sleepy","sleepy"
"296","English (Australian)","slide (object)","nouns","outside","slide","slide"
"297","English (Australian)","slipper","nouns","clothing","slipper(s)","slipper"
"298","English (Australian)","slow","adjectives","descriptive_words","slow","slow"
"299","English (Australian)","smell","verbs","action_words","smell","smell"
"300","English (Australian)","smile","verbs","action_words","smile","smile"
"301","English (Australian)","snake","nouns","animals","snake","snake"
"302","English (Australian)","soap","nouns","household","soap","soap"
"303","English (Australian)","sock","nouns","clothing","sock(s)","sock"
"304","English (Australian)","soda","nouns","food_drink","coke","coke"
"305","English (Australian)","soft","adjectives","descriptive_words","soft","soft"
"306","English (Australian)","soup","nouns","food_drink","soup","soup"
"307","English (Australian)","spaghetti","nouns","food_drink","spaghetti","spaghetti"
"308","English (Australian)","spider","nouns","animals","spider","spider"
"309","English (Australian)","spill","verbs","action_words","spill","spill"
"310","English (Australian)","splash","verbs","action_words","splash","splash"
"311","English (Australian)","spoon","nouns","household","spoon","spoon"
"312","English (Australian)","stairs","nouns","furniture_rooms","stairs","stairs"
"313","English (Australian)","stand","verbs","action_words","stand","stand"
"314","English (Australian)","star","nouns","outside","star","star"
"315","English (Australian)","stick","nouns","outside","stick","stick"
"316","English (Australian)","stone","nouns","outside","stone","stone"
"317","English (Australian)","stop","verbs","action_words","stop","stop"
"318","English (Australian)","street","nouns","outside","street","street"
"319","English (Australian)","stroller","nouns","vehicles","pram","pram"
"320","English (Australian)","stroller","nouns","vehicles","stroller","stroller"
"321","English (Australian)","sun","nouns","outside","sun","sun"
"322","English (Australian)","sweater","nouns","clothing","jumper","jumper"
"323","English (Australian)","sweep","verbs","action_words","sweep","sweep"
"324","English (Australian)","swim","verbs","action_words","swim","swim"
"325","English (Australian)","swing (action)","verbs","action_words","swing","swing"
"326","English (Australian)","swing (object)","nouns","outside","swing","swing"
"327","English (Australian)","table","nouns","furniture_rooms","table","table"
"328","English (Australian)","take","verbs","action_words","take","take"
"329","English (Australian)","talk","verbs","action_words","talk","talk"
"330","English (Australian)","tasty","adjectives","descriptive_words","yummy","yummy"
"331","English (Australian)","tear","verbs","action_words","rip","rip"
"332","English (Australian)","tear","verbs","action_words","tear","tear"
"333","English (Australian)","teddybear","nouns","toys","teddy bear","teddy bear"
"334","English (Australian)","telephone","nouns","household","telephone/phone","telephone"
"335","English (Australian)","tell","verbs","action_words","tell","tell"
"336","English (Australian)","thirsty","adjectives","descriptive_words","thirsty","thirsty"
"337","English (Australian)","throw","verbs","action_words","throw","throw"
"338","English (Australian)","tickle","verbs","action_words","tickle","tickle"
"339","English (Australian)","tiger","nouns","animals","tiger","tiger"
"340","English (Australian)","tired","adjectives","descriptive_words","tired","tired"
"341","English (Australian)","tissue","nouns","household","tissue","tissue"
"342","English (Australian)","toast","nouns","food_drink","toast","toast"
"343","English (Australian)","toe","nouns","body_parts","toe(s)","toe"
"344","English (Australian)","tongue","nouns","body_parts","tongue","tongue"
"345","English (Australian)","tooth","nouns","body_parts","tooth/teeth","tooth"
"346","English (Australian)","toothbrush","nouns","household","toothbrush","toothbrush"
"347","English (Australian)","touch","verbs","action_words","touch","touch"
"348","English (Australian)","towel","nouns","household","towel","towel"
"349","English (Australian)","toy (object)","nouns","toys","toy","toy"
"350","English (Australian)","tractor","nouns","vehicles","tractor","tractor"
"351","English (Australian)","train","nouns","vehicles","train","train"
"352","English (Australian)","trash","nouns","household","garbage/rubbish","garbage"
"353","English (Australian)","tree","nouns","outside","tree","tree"
"354","English (Australian)","truck","nouns","vehicles","truck","truck"
"355","English (Australian)","tummy","nouns","body_parts","stomach/tummy","stomach"
"356","English (Australian)","turkey","nouns","animals","turkey","turkey"
"357","English (Australian)","turtle","nouns","animals","turtle","turtle"
"358","English (Australian)","tv","nouns","furniture_rooms","TV","tv"
"359","English (Australian)","underpants","nouns","clothing","underpants/undies","underpants"
"360","English (Australian)","vacuum","nouns","household","vacuum cleaner","vacuum cleaner"
"361","English (Australian)","wake","verbs","action_words","wake","wake"
"362","English (Australian)","walk","verbs","action_words","walk","walk"
"363","English (Australian)","wall","nouns","outside","wall","wall"
"364","English (Australian)","wardrobe","nouns","furniture_rooms","wardrobe","wardrobe"
"365","English (Australian)","wash","verbs","action_words","wash","wash"
"366","English (Australian)","washing machine","nouns","furniture_rooms","washing machine","washing machine"
"367","English (Australian)","watch (action)","verbs","action_words","watch","watch"
"368","English (Australian)","watch (object)","nouns","household","watch","watch"
"369","English (Australian)","water (beverage)","nouns","food_drink","water","water"
"370","English (Australian)","water (not beverage)","nouns","outside","water","water"
"371","English (Australian)","wet (description)","adjectives","descriptive_words","wet","wet"
"372","English (Australian)","white","adjectives","descriptive_words","white","white"
"373","English (Australian)","wind","nouns","outside","wind","wind"
"374","English (Australian)","window","nouns","furniture_rooms","window","window"
"375","English (Australian)","wipe","verbs","action_words","wipe","wipe"
"376","English (Australian)","work (action)","verbs","action_words","work","work"
"377","English (Australian)","write","verbs","action_words","write","write"
"378","English (Australian)","yellow","adjectives","descriptive_words","yellow","yellow"
"379","English (Australian)","yogurt","nouns","food_drink","yoghurt","yoghurt"
"380","English (Australian)","yucky","adjectives","descriptive_words","yucky","yucky"
"381","English (Australian)","zipper","nouns","clothing","zipper","zipper"
"382","English (Australian)",NA,"nouns","animals","possum","possum"
"383","English (Australian)",NA,"nouns","animals","cockroach","cockroach"
"384","English (Australian)",NA,"nouns","animals","koala","koala"
"385","English (Australian)",NA,"nouns","animals","wombat","wombat"
"386","English (Australian)",NA,"nouns","animals","zebra","zebra"
"387","English (Australian)",NA,"nouns","vehicles","helicopter","helicopter"
"388","English (Australian)",NA,"nouns","vehicles","three wheeler/tricycle","three wheeler"
"389","English (Australian)",NA,"nouns","toys","bat","bat"
"390","English (Australian)",NA,"nouns","toys","game","game"
"391","English (Australian)",NA,"nouns","toys","glue","glue"
"392","English (Australian)",NA,"nouns","toys","play dough","play dough"
"393","English (Australian)",NA,"nouns","toys","present/pressie","present"
"394","English (Australian)",NA,"nouns","toys","story","story"
"395","English (Australian)",NA,"nouns","food_drink","chewing gum/chewie","chewing gum"
"396","English (Australian)",NA,"nouns","food_drink","cordial","cordial"
"397","English (Australian)",NA,"nouns","food_drink","corn","corn"
"398","English (Australian)",NA,"nouns","food_drink","hamburger","hamburger"
"399","English (Australian)",NA,"nouns","food_drink","ice","ice"
"400","English (Australian)",NA,"nouns","food_drink","jelly","jelly"
"401","English (Australian)",NA,"nouns","food_drink","mango","mango"
"402","English (Australian)",NA,"nouns","food_drink","muffin","muffin"
"403","English (Australian)",NA,"nouns","food_drink","nuts","nuts"
"404","English (Australian)",NA,"nouns","food_drink","pineapple","pineapple"
"405","English (Australian)",NA,"nouns","food_drink","popcorn","popcorn"
"406","English (Australian)",NA,"nouns","food_drink","potato chip/crisps","potato chip"
"407","English (Australian)",NA,"nouns","food_drink","pumpkin","pumpkin"
"408","English (Australian)",NA,"nouns","food_drink","salt","salt"
"409","English (Australian)",NA,"nouns","food_drink","strawberry","strawberry"
"410","English (Australian)",NA,"nouns","food_drink","tuna","tuna"
"411","English (Australian)",NA,"nouns","food_drink","vanilla","vanilla"
"412","English (Australian)",NA,"nouns","food_drink","custard","custard"
"413","English (Australian)",NA,"nouns","food_drink","doughnut","doughnut"
"414","English (Australian)",NA,"nouns","food_drink","peanut butter","peanut butter"
"415","English (Australian)",NA,"nouns","food_drink","vegemite","vegemite"
"416","English (Australian)",NA,"nouns","food_drink","vitamins","vitamins"
"417","English (Australian)",NA,"nouns","clothing","belt","belt"
"418","English (Australian)",NA,"nouns","clothing","sunglasses/sunnies","sunglasses"
"419","English (Australian)",NA,"nouns","body_parts","ankle","ankle"
"420","English (Australian)",NA,"nouns","body_parts","lips","lips"
"421","English (Australian)",NA,"nouns","body_parts","shoulder","shoulder"
"422","English (Australian)",NA,"nouns","household","basket","basket"
"423","English (Australian)",NA,"nouns","household","bin","bin"
"424","English (Australian)",NA,"nouns","household","mop","mop"
"425","English (Australian)",NA,"nouns","household","serviette/napkin","serviette"
"426","English (Australian)",NA,"nouns","household","tape","tape"
"427","English (Australian)",NA,"nouns","household","newspaper/paper","newspaper"
"428","English (Australian)",NA,"nouns","household","tray","tray"
"429","English (Australian)",NA,"nouns","furniture_rooms","bench","bench"
"430","English (Australian)",NA,"nouns","outside","flag","flag"
"431","English (Australian)",NA,"nouns","outside","footpath","footpath"
"432","English (Australian)",NA,"nouns","outside","hose","hose"
"433","English (Australian)",NA,"nouns","outside","lawn mower","lawn mower"
"434","English (Australian)",NA,"nouns","outside","sandpit","sandpit"
"435","English (Australian)",NA,"nouns","outside","shed","shed"
"436","English (Australian)",NA,"nouns","outside","sprinkler","sprinkler"
"437","English (Australian)",NA,"nouns","outside","waves","waves"
"438","English (Australian)",NA,"verbs","action_words","build","build"
"439","English (Australian)",NA,"verbs","action_words","call","call"
"440","English (Australian)",NA,"verbs","action_words","chase","chase"
"441","English (Australian)",NA,"verbs","action_words","fit","fit"
"442","English (Australian)",NA,"verbs","action_words","fix","fix"
"443","English (Australian)",NA,"verbs","action_words","knock","knock"
"444","English (Australian)",NA,"verbs","action_words","know","know"
"445","English (Australian)",NA,"verbs","action_words","like","like"
"446","English (Australian)",NA,"verbs","action_words","listen","listen"
"447","English (Australian)",NA,"verbs","action_words","scratch","scratch"
"448","English (Australian)",NA,"verbs","action_words","share","share"
"449","English (Australian)",NA,"verbs","action_words","taste","taste"
"450","English (Australian)",NA,"verbs","action_words","think","think"
"451","English (Australian)",NA,"verbs","action_words","cook","cook"
"452","English (Australian)",NA,"verbs","action_words","cuddle","cuddle"
"453","English (Australian)",NA,"verbs","action_words","cut","cut"
"454","English (Australian)",NA,"verbs","action_words","hate","hate"
"455","English (Australian)",NA,"verbs","action_words","pick","pick"
"456","English (Australian)",NA,"verbs","action_words","pour","pour"
"457","English (Australian)",NA,"verbs","action_words","slide","slide"
"458","English (Australian)",NA,"verbs","action_words","stay","stay"
"459","English (Australian)",NA,"verbs","action_words","wish","wish"
"460","English (Australian)",NA,"adjectives","descriptive_words","awake","awake"
"461","English (Australian)",NA,"adjectives","descriptive_words","better","better"
"462","English (Australian)",NA,"adjectives","descriptive_words","brown","brown"
