"uni_lemma","category","lexical_category","concreteness","language1","definition1","aoa1","surprisal_1gm1","lstm_surp_resid1","language2","definition2","aoa2","surprisal_1gm2","lstm_surp_resid2"
"animal","animals","nouns",4.61,"Spanish (European)","animal",28.4991065012528,0.479565605607874,-0.00282363536829842,"Mandarin (Taiwanese)","動物",30.0743424194742,-0.478916011612902,-0.28375093484638
"animal","animals","nouns",4.61,"Spanish (European)","animal",28.4991065012528,0.479565605607874,-0.00282363536829842,"French (Quebecois)","animal",25.7659474085808,0.247128233226929,-0.522545881538411
"animal","animals","nouns",4.61,"German","Tier",25.1924620247101,-0.297571359548596,-0.153122925714315,"English (American)","animal",24.5318908262437,0.723185932543152,-0.0333426162051868
"animal","animals","nouns",4.61,"German","Tier",25.1924620247101,-0.297571359548596,-0.153122925714315,"Mandarin (Taiwanese)","動物",30.0743424194742,-0.478916011612902,-0.28375093484638
"animal","animals","nouns",4.61,"German","Tier",25.1924620247101,-0.297571359548596,-0.153122925714315,"French (Quebecois)","animal",25.7659474085808,0.247128233226929,-0.522545881538411
"animal","animals","nouns",4.61,"English (American)","animal",24.5318908262437,0.723185932543152,-0.0333426162051868,"Mandarin (Taiwanese)","動物",30.0743424194742,-0.478916011612902,-0.28375093484638
"animal","animals","nouns",4.61,"English (American)","animal",24.5318908262437,0.723185932543152,-0.0333426162051868,"French (Quebecois)","animal",25.7659474085808,0.247128233226929,-0.522545881538411
"animal","animals","nouns",4.61,"Mandarin (Taiwanese)","動物",30.0743424194742,-0.478916011612902,-0.28375093484638,"French (Quebecois)","animal",25.7659474085808,0.247128233226929,-0.522545881538411
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"English (British)","apple",20.7639410879211,-0.203589611177128,-0.1983181700466,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"German","Apfel",19.2666242998373,-0.43058794576903,-0.127381708165975,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"French (Quebecois)","pomme",18.6418551138878,-0.232860867867788,-0.112690674919472,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"Spanish (European)","manzana",23.8822159776712,1.19711166574897,-0.0867078254535092,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857
"apple","food_drink","nouns",5,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"English (American)","apple",18.3164152977799,-0.194266759322834,-0.34858936553093,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928
"apple","food_drink","nouns",5,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"Mandarin (Beijing)","苹果",19.6657315446904,-1.58188172456897,0.20748906487857,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832
"apple","food_drink","nouns",5,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"English (Australian)","apple",18.8951979862006,-0.198174482387396,-0.194683928555928,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791
"apple","food_drink","nouns",5,"Spanish (Mexican)","manzana",21.8477524673867,1.06351714321251,-0.0231861496019832,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"apple","food_drink","nouns",5,"Mandarin (Taiwanese)","蘋果",21.5145748374534,-1.62341711265423,0.206385957439791,"French (French)","pomme",21.1224999682144,-0.127203624772338,-0.0978185381578619
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"German","Arm",20.194162789446,0.253567690564348,-0.432805159887792
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"Spanish (Mexican)","brazos",23.9428834315272,0.288245895077768,0.0449387941461751
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"Mandarin (Beijing)","胳膊",22.2521132678832,1.88246510943439,0.39222409129966
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"Spanish (Mexican)","brazo",23.9428834315272,0.989166092055479,0.0182629853160855
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"English (American)","arm",21.6791179167929,0.719834827781715,-0.432148287009587
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"English (Australian)","arm",22.1132674614592,0.689371088222062,-0.465633842364035
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"Mandarin (Taiwanese)","手臂",33.0621994408284,0.729302348064908,-0.118216289521457
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"French (French)","bras",23.1332282652863,-0.362090059703633,-0.0933567402025638
"arm","body_parts","nouns",4.96,"English (British)","arm",24.2194895669676,0.664024331277108,-0.468353881829099,"Spanish (European)","brazos",23.5991605850592,0.393398973723016,0.000314168130267752
"arm","body_parts","nouns",4.96,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099,"German","Arm",20.194162789446,0.253567690564348,-0.432805159887792
"arm","body_parts","nouns",4.96,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099,"Spanish (Mexican)","brazos",23.9428834315272,0.288245895077768,0.0449387941461751
"arm","body_parts","nouns",4.96,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099,"Mandarin (Beijing)","胳膊",22.2521132678832,1.88246510943439,0.39222409129966
"arm","body_parts","nouns",4.96,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099,"Spanish (Mexican)","brazo",23.9428834315272,0.989166092055479,0.0182629853160855
"arm","body_parts","nouns",4.96,"French (Quebecois)","bras",21.9289543265391,-0.443645725397221,-0.0612265598036099,"English (American)","arm",21.6791179167929,0.719834827781715,-0.432148287009587
